row_index,sentence_id,aspect,sentence,proxy_label,rating,label_source,sent_pred,teacher
11176,0,fit,"Love the pattern, i thought i would be hosed and need a petite, but the regular xs fits nicely.",positive,5,rating,2,doc+sentence_consensus
11176,1,fit,"it is on the thiner side, so great for summer (office is cooold)
love subtle squares, glad they still had my size at sale! :-)",positive,5,rating,2,doc+sentence_consensus
11178,3,quality,i just wish the top had an extra button or two on the back or was made with material that allowed for some stretch without fear of destroying the lacework.,positive,4,rating,2,doc+sentence_consensus
11179,2,fit,if you are on the short size it may be a little long so keep that in mind.,positive,4,rating,2,doc+sentence_consensus
11181,1,quality,the material is so soft.,positive,4,rating,2,doc+sentence_consensus
11183,0,fit,"Beautiful sweater, very delicate fabric, unique design, but it runs very small.",positive,4,rating,2,doc+sentence_consensus
11183,0,quality,"Beautiful sweater, very delicate fabric, unique design, but it runs very small.",positive,4,rating,2,doc+sentence_consensus
11183,1,fit,"i usually wear a m, but ordered a large based on the previous review hoping that would do the trick.",positive,4,rating,2,doc+sentence_consensus
11185,0,fit,This is a very stylish cardigan but it runs small.,positive,5,rating,2,doc+sentence_consensus
11185,1,fit,i usually take a small but i took a medium in this.,positive,5,rating,2,doc+sentence_consensus
11188,3,fit,"i sized up bc i didn't want it to be too fitted, i'm between a 6 snd 8 so i went w medium.",positive,4,rating,2,doc+sentence_consensus
11188,4,fit,it fits will but slightly big.,positive,4,rating,2,doc+sentence_consensus
11189,2,quality,sheer fabric but still a sweater - you will need a cami or tank underneath.,positive,5,rating,2,doc+sentence_consensus
11193,1,fit,i found it a bit large and thin cheap material.,neutral,3,model_relabel,1,doc+sentence_consensus
11193,1,price,i found it a bit large and thin cheap material.,neutral,3,model_relabel,1,doc+sentence_consensus
11193,1,quality,i found it a bit large and thin cheap material.,neutral,3,model_relabel,1,doc+sentence_consensus
11194,2,quality,the cut is extremely flattering and the fabric is very soft as is the case with most one september items.,positive,5,rating,2,doc+sentence_consensus
11194,3,quality,"the one recommendation that i have for this is that because the main fabric is a soft knit, the proper undergarments are really needed.",positive,5,rating,2,doc+sentence_consensus
11195,1,fit,it looks like a maternity top on me and as another reviewer said it is right across the back but loose at arms and midsection.,negative,3,model_relabel,0,doc+sentence_consensus
11195,2,price,for the price i returned it.,negative,3,model_relabel,0,doc+sentence_consensus
11196,2,quality,good quality.,positive,5,rating,2,doc+sentence_consensus
11197,1,fit,"it looks very flattering on me, and great fit for my body type.",positive,5,rating,2,doc+sentence_consensus
11198,0,quality,"Beautiful material, great design.",positive,5,rating,2,doc+sentence_consensus
11198,1,fit,get a bigger size.,positive,5,rating,2,doc+sentence_consensus
11199,1,fit,returning the m for a s; normally a m top and s bottom in sizing.,positive,4,rating,2,doc+sentence_consensus
11201,0,fit,"Love the color of this dress, however found it a little boxy, and the arms are too tight.",positive,4,rating,2,doc+sentence_consensus
11201,1,fit,"i ordered up a size ( m) which is probably why it is boxy and i can hardly get it over my arm, i am very athletic.",positive,4,rating,2,doc+sentence_consensus
11202,4,fit,it is fitted and flattering!,positive,5,rating,2,doc+sentence_consensus
11204,0,fit,This shirt runs true to size.,positive,5,rating,2,doc+sentence_consensus
11204,1,fit,i'm an xl and it fit perfectly!,positive,5,rating,2,doc+sentence_consensus
11204,4,fit,"the trim inside the cuffs and button line is navy with large white polka dots, which i love.",positive,5,rating,2,doc+sentence_consensus
11205,1,fit,i am 128lbs and wear between a size 2-4 in tops got this in size 4 (same as the pineapple) and fits perfectly and comfotably.,positive,5,rating,2,doc+sentence_consensus
11205,3,fit,i would say it runs a litle on the small side.,positive,5,rating,2,doc+sentence_consensus
11205,4,quality,material is a bit more stiff than my pineapple top but i love the way it feels.,positive,5,rating,2,doc+sentence_consensus
11206,1,quality,"heavier material of neutral tone ( with detailing of epaulets) pairs well with dresses, skirts, jeans, jeggings and whatever style of boots.",positive,5,rating,2,doc+sentence_consensus
11212,2,fit,my usual size medium fits perfectly.,positive,5,rating,2,doc+sentence_consensus
11212,3,fit,"per the other reviewer, i guess my bust is large enough for the flowers to be on the side and not directly on breasts!",positive,5,rating,2,doc+sentence_consensus
11214,1,fit,"from the great fabric (soft yet substantial) that's similar to sweater material, to the amazing detail of the flower design (it's really so unique and i mean that in a good way!), to the color (a tan with gold flecking), and lastly to the really flattering fit, not to mention those retro bell sleeves!",positive,5,rating,2,doc+sentence_consensus
11214,1,quality,"from the great fabric (soft yet substantial) that's similar to sweater material, to the amazing detail of the flower design (it's really so unique and i mean that in a good way!), to the color (a tan with gold flecking), and lastly to the really flattering fit, not to mention those retro bell sleeves!",positive,5,rating,2,doc+sentence_consensus
11214,3,fit,"it was true to size and not too short, hitting my 5'4"" height about 2"" above my knees.",positive,5,rating,2,doc+sentence_consensus
11215,0,quality,This top is a mix of materials - a silk and more of a t shirt material.,positive,4,rating,2,doc+sentence_consensus
11215,1,quality,i purchased for dressier wear but the material makes it more casual.,positive,4,rating,2,doc+sentence_consensus
11215,2,price,i like the sale price so i'm keeping!,positive,4,rating,2,doc+sentence_consensus
11215,3,fit,"size down, runs a tad loose.",positive,4,rating,2,doc+sentence_consensus
11216,4,quality,"the blouse is a good quality, but there were too many other issues for me to keep it.",neutral,3,model_relabel,1,doc+sentence_consensus
11217,2,fit,it has no shape and is about 1 size bigger than marked.,negative,2,rating,0,doc+sentence_consensus
11219,0,fit,I thought this blouse ran a bit large-swinging wide at the hips.,positive,5,rating,2,doc+sentence_consensus
11219,3,fit,i am a 36ddd and thought the size 4 was perfect.,positive,5,rating,2,doc+sentence_consensus
11220,0,fit,"This jacket was a little shorter than i had expected, but i still really enjoy the cut and fit of it.",positive,5,rating,2,doc+sentence_consensus
11221,2,quality,unique cut and soft fabric.,positive,5,rating,2,doc+sentence_consensus
11222,1,fit,i'm usually a 6 in tops but it was tight across the chest.,neutral,3,model_relabel,1,doc+sentence_consensus
11222,2,fit,i sized up to an 8 and it was still tight.,neutral,3,model_relabel,1,doc+sentence_consensus
11222,3,quality,i would have considered the 10 but with the 8 there was too much fabric on the bottom.,neutral,3,model_relabel,1,doc+sentence_consensus
11222,4,fit,overall design and material were good but the sizing was off.,neutral,3,model_relabel,1,doc+sentence_consensus
11222,4,quality,overall design and material were good but the sizing was off.,neutral,3,model_relabel,1,doc+sentence_consensus
11223,2,quality,material is soft and nice.,positive,4,rating,2,doc+sentence_consensus
11225,0,fit,Ordered this in my normal size large in taupe.,positive,5,rating,2,doc+sentence_consensus
11225,1,fit,the jacket fit tts.,positive,5,rating,2,doc+sentence_consensus
11225,3,quality,the quality feels good.,positive,5,rating,2,doc+sentence_consensus
11226,2,fit,if you are slim and small chested it is true to size and lovely.,positive,3,model_relabel,2,doc+sentence_consensus
11226,6,fit,so i went up a size to a 12.,positive,3,model_relabel,2,doc+sentence_consensus
11226,9,fit,the idea of going up another size yet again was a thought but i worried it wouldn't solve my issue.,positive,3,model_relabel,2,doc+sentence_consensus
11229,5,fit,fit is perfect in my usual size s.,positive,5,rating,2,doc+sentence_consensus
11229,6,fit,"overall body fit & length is generous, sleeves are wrist length & i'm only 5'3"".",positive,5,rating,2,doc+sentence_consensus
11230,1,fit,"i think the pineapple blouse prints are too large on a petite person like me (i?m 5?2?), thus i prefer this blouse.",positive,5,rating,2,doc+sentence_consensus
11232,0,fit,This t fits perfect and looks great with just about anything.,positive,4,rating,2,doc+sentence_consensus
11232,1,quality,my only concern is the fabric is super light.,positive,4,rating,2,doc+sentence_consensus
11233,3,fit,it fits very nicely and i was surprised at how much i liked the length.,positive,5,rating,2,doc+sentence_consensus
11236,0,fit,Love the feminine take on flannel and how it fits like a tailored shirt.,positive,4,rating,2,doc+sentence_consensus
11237,1,fit,i called my local store and put a few sizes on hold so i could ensure the perfect fit.,positive,4,rating,2,doc+sentence_consensus
11237,4,fit,"if, however, you want to go about your usual activities, like eat for example, i'd suggest you size up.",positive,4,rating,2,doc+sentence_consensus
11238,10,fit,"i am 5' 21/2"" and 110 pounds and usually wear a 0 or 2 but i purchased in a size 4 and it fits perfectly!",positive,5,rating,2,doc+sentence_consensus
11239,2,quality,"it's unseamed at the bottom, which was my primary reason for returning it - i couldn't see that in the photo online - but if that is your style, this item is good quality, soft, comfortable material, and a great spring or fall blue.",neutral,3,model_relabel,1,doc+sentence_consensus
11240,0,fit,The fit and style of this dress are beautiful.,positive,4,rating,2,doc+sentence_consensus
11240,1,quality,it's a bouncy fabric that is light and comfortable.,positive,4,rating,2,doc+sentence_consensus
11243,1,fit,"i now wish my size was offered in more colors. (only mossy-sage was left, though nice neutral color, really0.",positive,5,rating,2,doc+sentence_consensus
11245,1,fit,"for reference, i am usually an xs or s in retailer tops since many of them run large, however, in this top i ordered a size m and it fit nicely.",positive,5,rating,2,doc+sentence_consensus
11245,2,fit,"in any brand other than retailer, my usual size is m as i am 36d bust, 132 lbs., 5""5.",positive,5,rating,2,doc+sentence_consensus
11246,0,fit,This top is a little big but i sized down and liked it a lot.,positive,4,rating,2,doc+sentence_consensus
11252,1,fit,the size is perfect for her and she regularly orders things as a medium from this store.,positive,4,rating,2,doc+sentence_consensus
11253,1,price,but the material is thin and all the edges are not finished and look frayed making the shirt look and feel cheap.,negative,3,model_relabel,0,doc+sentence_consensus
11253,1,quality,but the material is thin and all the edges are not finished and look frayed making the shirt look and feel cheap.,negative,3,model_relabel,0,doc+sentence_consensus
11253,3,price,not worth full price,negative,3,model_relabel,0,doc+sentence_consensus
11254,2,fit,"the legs run a little big but the waist is tru to size, so for comfort i went with my usual size.",positive,5,rating,2,doc+sentence_consensus
11255,0,quality,This fabric is the same as the turtleneck swing dress by maeve.,positive,4,rating,2,doc+sentence_consensus
11256,3,fit,i wear a size large and it fits properly.,positive,4,rating,2,doc+sentence_consensus
11256,7,price,i removed 1 star due to the high price and i receive,positive,4,rating,2,doc+sentence_consensus
11258,1,fit,fit great.,positive,5,rating,2,doc+sentence_consensus
11258,2,quality,"i've had other colored denim from ag that stretched out too much, were too thin, but these are a nice thicker fabric.",positive,5,rating,2,doc+sentence_consensus
11258,3,fit,"i ordered the red and the moss, and the red fit a little better than the moss in the same size.",positive,5,rating,2,doc+sentence_consensus
11260,0,fit,I ordered my usual size small.,positive,4,rating,2,doc+sentence_consensus
11266,0,fit,"Finally a top that fits true to size, is comfortable, and is the quality i expect when shopping at retailer.",positive,5,rating,2,doc+sentence_consensus
11266,0,quality,"Finally a top that fits true to size, is comfortable, and is the quality i expect when shopping at retailer.",positive,5,rating,2,doc+sentence_consensus
11267,1,fit,"maeve can be a little iffy on sizing, but i find this to fit tts.",positive,5,rating,2,doc+sentence_consensus
11267,2,fit,"beautiful details, fit is comfortable yet elegant, nice length...i have zero complaints on this.",positive,5,rating,2,doc+sentence_consensus
11267,3,quality,"it is sheer enough to need something underneath, but the fabric is lightweight enough that the extra layer doesn't seem bothersome.",positive,5,rating,2,doc+sentence_consensus
11267,4,quality,nice quality piece (not overly delicate despite the lacy details and sheerish fabric).,positive,5,rating,2,doc+sentence_consensus
11268,2,fit,may size out for taller gals b/c it is a bit on the shorter length.,positive,5,rating,2,doc+sentence_consensus
11269,4,fit,"body: true to size, i",positive,4,rating,2,doc+sentence_consensus
11270,0,fit,"It is a pretty dress but not what i had hoped for (i ordered it online.) i like slits on sleeves but the dress doesn't fit me well, so i plan to return it.",positive,4,rating,2,doc+sentence_consensus
11271,0,fit,I usually wear either an xs or a small and i went with the small because i wanted it flowy and long because i am 5'9.,positive,5,rating,2,doc+sentence_consensus
11272,2,fit,it is so flattering with jeans or nice fitted black pants.,positive,5,rating,2,doc+sentence_consensus
11273,1,fit,i am usually a large in most maeve tops and that's sizing up for extra flow.,positive,5,rating,2,doc+sentence_consensus
11273,2,fit,i ended up grabbing this piece of perfection in an xl only because it ran a little shorter than i anticipated and was kind of tight through my shoulders.,positive,5,rating,2,doc+sentence_consensus
11273,3,fit,i wanted more flow (as always) so i went up in size.,positive,5,rating,2,doc+sentence_consensus
11273,4,fit,for that reason i feel it runs pretty true to size.,positive,5,rating,2,doc+sentence_consensus
11275,0,fit,"If you have anything larger than an a cup, this shirt will likely not fit right.",negative,2,rating,0,doc+sentence_consensus
11277,1,fit,this shirt is feminine and the fit is perfect.,positive,5,rating,2,doc+sentence_consensus
11278,4,fit,i usually wear a medium in retailer clothes and this top is no exception it fit perfectly!,positive,5,rating,2,doc+sentence_consensus
11279,3,quality,"the material is soft, but a bit stuffy and i could tell it would give me crazy static in my hair.",neutral,3,model_relabel,1,doc+sentence_consensus
11281,2,quality,it hides flaws well and the material is nice.,positive,5,rating,2,doc+sentence_consensus
11282,2,fit,i typically wear a 27-29 - a 28-29 in this brand of jeans - and the 29 fit great.,positive,4,rating,2,doc+sentence_consensus
11282,3,fit,"i have very large calves, so most ""kick out"" cop flares don't really provide the full effect for my body type, but these worked really well and i could definitely see the flare at the bottom.",positive,4,rating,2,doc+sentence_consensus
11283,4,fit,they run large so definitely size down at least one size.,positive,4,rating,2,doc+sentence_consensus
11285,4,fit,"also, i am a usual 26 in jeans, purchased these in 25 and could have fit into 
the 24.",positive,4,rating,2,doc+sentence_consensus
11287,0,fit,Fits perfect.,positive,5,rating,2,doc+sentence_consensus
11287,1,fit,i'm 5'3 and the size 2 regular fit perfect.,positive,5,rating,2,doc+sentence_consensus
11288,1,fit,"instead, i was amazed at how well they fit, how cool they looked, and how comfortable they were (two sizes smaller than my usual).",positive,5,rating,2,doc+sentence_consensus
11290,0,fit,I have been looking for flares that are not tight through the thigh and these are definitely them...but for me they were so long that to hem them would ruin the style of the pants.,neutral,3,model_relabel,1,doc+sentence_consensus
11291,1,quality,the material is soft and very flattering on the hips.,positive,5,rating,2,doc+sentence_consensus
11294,0,fit,"This is exactly as pictured, and fits as it does on the model in the last picture.",positive,4,rating,2,doc+sentence_consensus
11294,1,quality,"my only hang-up is that it's a little pricey for a t-shirt, the fabric is standard t-shirt material, not stiff but also not super soft which i was hoping for.",positive,4,rating,2,doc+sentence_consensus
11295,2,fit,"i bought size 25 and it is snug, but doesn't squeeze.",positive,5,rating,2,doc+sentence_consensus
11296,1,fit,"it is a very casual and loose fit, which makes it super comfortable.",positive,5,rating,2,doc+sentence_consensus
11298,2,fit,"i usually wear an xs, but bought an xxs, based on how loose the tee looks on the model.",positive,4,rating,2,doc+sentence_consensus
11300,3,quality,"the fabric is sheer, so wear with a cami or a pretty bra.",positive,5,rating,2,doc+sentence_consensus
11301,0,fit,"I ordered an xsp online, which is my usual size, and it fit perfectly.",positive,5,rating,2,doc+sentence_consensus
11304,1,quality,i loved the back and the fabric is super soft/silky.,positive,5,rating,2,doc+sentence_consensus
11304,2,fit,"i tried it one and the usual 0 - fit nicely, i don't have petite to compare, or 00, but i decided to stick with 0.",positive,5,rating,2,doc+sentence_consensus
11305,0,fit,I ordered the xl in the blue version and the fit is true to size.,positive,4,rating,2,doc+sentence_consensus
11305,10,fit,"if you get it and it's running a bit big, washing it will help with the fit.",positive,4,rating,2,doc+sentence_consensus
11306,3,fit,"shorter than i usually wear, but worn with a higher waist bottom it fits nicely.",positive,5,rating,2,doc+sentence_consensus
11307,5,quality,"overall the dress is nice and lightweight, but not the greatest quality",neutral,3,model_relabel,1,doc+sentence_consensus
11309,0,fit,The fit is so bad and the construction is very poor.,negative,1,rating,0,doc+sentence_consensus
11309,0,quality,The fit is so bad and the construction is very poor.,negative,1,rating,0,doc+sentence_consensus
11309,4,price,"the ""skirt"" at the bottom is made of a very cheap, thin, slightly sheeny material that you would find at a flea market.",negative,1,rating,0,doc+sentence_consensus
11309,4,quality,"the ""skirt"" at the bottom is made of a very cheap, thin, slightly sheeny material that you would find at a flea market.",negative,1,rating,0,doc+sentence_consensus
11309,5,shipping,"it arrived unbelievably wrinkled and crumpled, and it was just so thin.",negative,1,rating,0,doc+sentence_consensus
11310,0,fit,I tried this on in the store and it fit like a tent on me.,neutral,3,model_relabel,1,doc+sentence_consensus
11310,6,fit,"i did not mark this as ""runs large"" because the sleeves are more true to size while the bodice is very billowy.",neutral,3,model_relabel,1,doc+sentence_consensus
11312,1,fit,"when my local retailer had it in stock and in my size, i tried it on.",positive,5,rating,2,doc+sentence_consensus
11312,2,fit,it fit so well - the front wasn't too low and the back was fantastic with its multiple straps.,positive,5,rating,2,doc+sentence_consensus
11312,6,quality,the fabric is silky but washable.,positive,5,rating,2,doc+sentence_consensus
11313,4,fit,but i realize that a petite xs would've been a better fit.,neutral,3,model_relabel,1,doc+sentence_consensus
11315,1,fit,although i ordered size large it barely fit my midsection when tied and was too small in the waist.,neutral,3,model_relabel,1,doc+sentence_consensus
11315,2,quality,the fabric is nice though.,neutral,3,model_relabel,1,doc+sentence_consensus
11319,0,quality,Love the fabric.,positive,5,rating,2,doc+sentence_consensus
11321,2,quality,the colors are very vibrant and the material is soft and very lightweight.,positive,5,rating,2,doc+sentence_consensus
11322,1,price,i can't believe i am saying this but this shirt was worth it!,positive,5,rating,2,doc+sentence_consensus
11322,2,fit,"it is true to size (a relaxed fit) so if you are in between sizes, you could comfortably size down.",positive,5,rating,2,doc+sentence_consensus
11323,2,quality,i love the material.,positive,5,rating,2,doc+sentence_consensus
11326,5,fit,i am a size 6 and the small fit perfectly.,positive,5,rating,2,doc+sentence_consensus
11328,2,fit,"here are the fit details: i'm 5'4 1/2"" and the front of the dress hits just above my knees. (i was concerned that it would be too short for my lifestyle based on the photo).",positive,3,model_relabel,2,doc+sentence_consensus
11329,0,quality,"The material is velvety smooth, and not quite so pink as pictured on the website.",positive,5,rating,2,doc+sentence_consensus
11329,2,fit,"well made, nice fit.",positive,5,rating,2,doc+sentence_consensus
11330,1,fit,it fits extremely well and falls nicely.,positive,5,rating,2,doc+sentence_consensus
11330,4,quality,the color and fabric is great quality and really nice in person.,positive,5,rating,2,doc+sentence_consensus
11331,5,fit,"these jeans are loose and expand with wear, it is perfectly ok to size down.",positive,5,rating,2,doc+sentence_consensus
11332,1,quality,"i haven't experienced any quality or tearing issues with it as one reviewer noted, thank goodness!",positive,5,rating,2,doc+sentence_consensus
11333,2,fit,i never buy petite shirts because i feel like they are too short but in this case i think the shirt would have been perfect in whatever the smallest petite size is.,neutral,3,model_relabel,1,doc+sentence_consensus
11334,2,fit,"although the sweater has interesting textures and is very beautiful, it is very awkward and poor fit.",negative,1,rating,0,doc+sentence_consensus
11335,5,fit,"and, it fits me fine, and there's room to spare.",positive,5,rating,2,doc+sentence_consensus
11335,6,fit,"so, if you are a size 16 or 18, this will fit in a l nicely.",positive,5,rating,2,doc+sentence_consensus
11336,3,quality,"it is doubled up on fabric, and with the longer sleeves i was scared it would make me too hot, but the fabric is light and breathable, it will be a perfect transitional dress for fall and early spring.",positive,5,rating,2,doc+sentence_consensus
11337,0,quality,The colors and fabric on this dress are really pretty.,positive,4,rating,2,doc+sentence_consensus
11337,4,fit,"if it fits you properly, i think you will love it!",positive,4,rating,2,doc+sentence_consensus
11340,2,price,"buy it, it's worth it especially with the sale price right now.",positive,5,rating,2,doc+sentence_consensus
11341,4,price,this vest has made my bailey 44 gathered stripes dress church appropriate :) i am happy with my purchase at sale price.,positive,5,rating,2,doc+sentence_consensus
11344,0,fit,These relaxed fit jeans are super soft.,positive,5,rating,2,doc+sentence_consensus
11344,1,fit,"they do run a size large, i am a size 26 in the stilt style and the 25 in these fit well with a little ""room"".",positive,5,rating,2,doc+sentence_consensus
11345,1,price,"good quality, worth the money!",positive,5,rating,2,doc+sentence_consensus
11345,1,quality,"good quality, worth the money!",positive,5,rating,2,doc+sentence_consensus
11346,2,price,the wait was worth it!,positive,5,rating,2,doc+sentence_consensus
11347,1,fit,they fit just right.,positive,5,rating,2,doc+sentence_consensus
11348,2,fit,it fits without being bulky whether or not it is zipped.,positive,5,rating,2,doc+sentence_consensus
11348,3,fit,great fit- true to size.the asymmetric zipper is a stylish detail.,positive,5,rating,2,doc+sentence_consensus
11350,1,fit,i followed the advice of previous reviewers and sized down to a 26.,positive,5,rating,2,doc+sentence_consensus
11350,2,fit,after wearing these for a few hours they stretched a little and fit great!!,positive,5,rating,2,doc+sentence_consensus
11355,2,fit,"i am 115 lbs, 5'1.5"", adn 30dd bra size.",positive,5,rating,2,doc+sentence_consensus
11355,3,fit,"verdict, the 2p fit better.",positive,5,rating,2,doc+sentence_consensus
11358,1,fit,it's very cute on but i would order a size down for a more fitted look.,positive,4,rating,2,doc+sentence_consensus
11361,0,price,"I've never spent this much on a pair of jeans, but per another customer review that they were ""worth every penny"" i took the plunge.",positive,5,rating,2,doc+sentence_consensus
11361,2,fit,and also glad i sized down one size.,positive,5,rating,2,doc+sentence_consensus
11362,2,fit,i waited for it to go on sale and ordered it in my usual size 6 which normally is perfect in maeve tops.,positive,5,rating,2,doc+sentence_consensus
11363,0,price,"I love this top...i waited for it to go on sale, and it was well worth it.",positive,5,rating,2,doc+sentence_consensus
11363,2,fit,"i found it to be true to size but if you are going to but reaching up, the arms do run a little tight.",positive,5,rating,2,doc+sentence_consensus
11364,2,fit,sadly they did not fit.,negative,2,rating,0,doc+sentence_consensus
11364,4,fit,i'm very disappointed that they run so small and are not true to size.,negative,2,rating,0,doc+sentence_consensus
11365,2,fit,size down as they run a little big.,positive,5,rating,2,doc+sentence_consensus
11367,2,fit,"i usually wear a size 8 in retailer but because it was a button down dress, i ordered a size 10.",positive,4,rating,2,doc+sentence_consensus
11370,1,quality,"the fabric was so soft - i could not wait to get them on...yeah, that was not going to happen!",negative,2,rating,0,doc+sentence_consensus
11370,3,fit,these pants run incredibly small.,negative,2,rating,0,doc+sentence_consensus
11371,1,quality,i wish the material was less sheer as i have to wear a cami underneath when i wear it to work.,positive,4,rating,2,doc+sentence_consensus
11371,2,fit,i'm 5'3 / 135lb and the 6 fits just fine.,positive,4,rating,2,doc+sentence_consensus
11372,0,price,"This is a gorgeous dress, but i did title my review ""worth the trouble"" because of the buttons which a few other people mentioned.",positive,5,rating,2,doc+sentence_consensus
11375,3,fit,"i am a typical size 6 and ordered the dress in a size 8 for a little looser, casual fit.",positive,5,rating,2,doc+sentence_consensus
11375,5,fit,i have reordered a size 12 and 14.,positive,5,rating,2,doc+sentence_consensus
11377,1,quality,"this design, featuring a variety of spring influenced flower motifs embossed upon an eyelet fabric, was exactly what my mind's eye envisioned!",positive,5,rating,2,doc+sentence_consensus
11377,3,fit,i found the fit to be almost costumed made for my figure.,positive,5,rating,2,doc+sentence_consensus
11378,2,fit,they would be great casual pants for the weekend though if the color and fit were better.,positive,4,rating,2,doc+sentence_consensus
11379,5,fit,tts-nothing weird or uncomfortable about the fit but it does seem a bit shorter than the picture shows.,positive,5,rating,2,doc+sentence_consensus
11380,0,quality,"This jacket is extremely soft and comfortable, with a heavier textured fabric.",neutral,3,model_relabel,1,doc+sentence_consensus
11380,1,price,i think it is expensive for what it is--$138--probably best to wait for a sale,neutral,3,model_relabel,1,doc+sentence_consensus
11381,3,quality,the sides have boning which keeps the fabric from riding up or down.,positive,5,rating,2,doc+sentence_consensus
11381,7,fit,"the length, waist and bust fit perfectly.",positive,5,rating,2,doc+sentence_consensus
11382,0,fit,I'm super happy with the way these jeans fit.,positive,5,rating,2,doc+sentence_consensus
11382,1,fit,i typically buy ag jeans for fit and quality.,positive,5,rating,2,doc+sentence_consensus
11382,1,quality,i typically buy ag jeans for fit and quality.,positive,5,rating,2,doc+sentence_consensus
11382,3,fit,they do run a big large so i sized down and they still fit great...,positive,5,rating,2,doc+sentence_consensus
11383,1,fit,"subtle plaid, flowy fit.",positive,5,rating,2,doc+sentence_consensus
11384,3,quality,the material is soft and feels very nice and like good quality.,positive,5,rating,2,doc+sentence_consensus
11385,1,fit,i'm about 5'5 and 140 lbs and the small fit perfectly.,positive,5,rating,2,doc+sentence_consensus
11386,2,fit,"so i guess i'll have to go to the fabric store to find a match. (i'll be sure to get a bunch just in case) a couple of minor notes; it smells like chemicals, and i won't be able to wear a bra, because the chest is a tad tight.",positive,4,rating,2,doc+sentence_consensus
11386,2,quality,"so i guess i'll have to go to the fabric store to find a match. (i'll be sure to get a bunch just in case) a couple of minor notes; it smells like chemicals, and i won't be able to wear a bra, because the chest is a tad tight.",positive,4,rating,2,doc+sentence_consensus
11387,4,fit,i would say it fits pretty true to size.,positive,5,rating,2,doc+sentence_consensus
11388,2,fit,"one of the buttons broke in half as i tried unbuttoning, and once i got it on, the dress was so small that the cuffs cut off circulation to my forearm. (i'm 5'7'' and ~126 lbs and purchased in size 2).",negative,2,rating,0,doc+sentence_consensus
11388,4,fit,"i took it back, and i don't even think i want a larger size.",negative,2,rating,0,doc+sentence_consensus
11391,4,fit,"it runs a tad too tight in the chest, so if you're between sizes in the bust, i'd order up.",positive,4,rating,2,doc+sentence_consensus
11395,1,fit,"very comfortable, loose flowing, and has a slip underneath it.",positive,5,rating,2,doc+sentence_consensus
11395,2,fit,i'm personally a little hesitant to buy clothes online because it's always a guessing game when it comes to figuring out what size.,positive,5,rating,2,doc+sentence_consensus
11395,3,fit,"with that, i have wide hips/big thighs so i tend to vary between medium and large, but thankfully the medium fits like a glove!",positive,5,rating,2,doc+sentence_consensus
11396,3,fit,i would say size up.,positive,4,rating,2,doc+sentence_consensus
11396,4,fit,"it runs a little tight around the upper arm, shoulders area when stretching arms out.",positive,4,rating,2,doc+sentence_consensus
11396,5,fit,i normally wear a size 2-4 depending on the top and the 6 felt better.,positive,4,rating,2,doc+sentence_consensus
11397,0,fit,I am 5'4 and 120 lbs and ordered a size 0.,positive,4,rating,2,doc+sentence_consensus
11397,1,fit,"the dress fit perfectly in the shoulders and arms and below the waist, but i could barely fit my 32a size chest in the dress!",positive,4,rating,2,doc+sentence_consensus
11400,1,quality,"the dress is lined in a heavy fabric and weighs a lot for a summer dress
worst of all there is no chance at all of getting the buttons through the button holes.",negative,2,rating,0,doc+sentence_consensus
11401,1,fit,"i'm usually a medium and this fit perfectly (5'9"" 145 lbs).",positive,5,rating,2,doc+sentence_consensus
11402,1,fit,"i am almost always a size 4p in retailer clothing, this fit wonderfully everywhere, except the shoulders and chest were very small.",positive,4,rating,2,doc+sentence_consensus
11402,3,fit,i may try to find it in the store to try on multiple sizes for the right fit.,positive,4,rating,2,doc+sentence_consensus
11403,1,fit,i wasn't sure about sizing and because i don't live near a store i decided to order two sizes.,positive,5,rating,2,doc+sentence_consensus
11403,4,fit,i sized up to a 10 and it fit beautifully!,positive,5,rating,2,doc+sentence_consensus
11404,3,quality,i usually wear a 26 or 27 in the stilts depending on the fabric content.,positive,5,rating,2,doc+sentence_consensus
11404,5,fit,"both fit, but i went with the 25 because these will stretch at least 1/2 size.",positive,5,rating,2,doc+sentence_consensus
11407,1,quality,"the fabric is a perfect weight, very nice cotton, i only wish i could have kept it.",positive,3,model_relabel,2,doc+sentence_consensus
11407,2,fit,"i am 5'3"", 133 lbs and usually wear a size 6 which is what i ordered.",positive,3,model_relabel,2,doc+sentence_consensus
11410,1,fit,so far not stretching out but still recommend buying down a size.,positive,4,rating,2,doc+sentence_consensus
11411,3,price,this makes a very expensive blouse look cheap.,negative,3,model_relabel,0,doc+sentence_consensus
11411,5,price,the material used is not on par with the price in my opinion.,negative,3,model_relabel,0,doc+sentence_consensus
11411,5,quality,the material used is not on par with the price in my opinion.,negative,3,model_relabel,0,doc+sentence_consensus
11411,7,price,but for me this and the unfinished hem along with the price is a deal breaker for me.,negative,3,model_relabel,0,doc+sentence_consensus
11412,2,fit,i found it to be true to size.,positive,5,rating,2,doc+sentence_consensus
11413,5,fit,"also, i'm a size 0 in most retailer dresses and this dress has plenty of room in the waist, almost too much space, but the top...",positive,4,rating,2,doc+sentence_consensus
11414,3,fit,the fit is not giving in the chest area.,positive,4,rating,2,doc+sentence_consensus
11414,4,fit,i needed to go up a size due to the inflexibility of the material; even tried it without a bra....,positive,4,rating,2,doc+sentence_consensus
