row_index,textual_label,pred_conf
17667,neutral,0.802236
17676,neutral,0.759267
17681,neutral,0.51417345
17689,positive,0.9382608
17691,neutral,0.6617582
17693,neutral,0.7793103
17704,positive,0.61139864
17716,neutral,0.5502686
17735,neutral,0.7088736
17741,neutral,0.73197037
17743,neutral,0.7310013
17746,neutral,0.6972902
17767,negative,0.81840587
17769,neutral,0.76296985
17772,neutral,0.629645
17809,neutral,0.69293267
17816,neutral,0.7219932
17818,neutral,0.5023052
17824,neutral,0.65988696
17825,negative,0.6047055
17843,neutral,0.62827665
17844,neutral,0.6888702
17859,neutral,0.70779526
17865,neutral,0.7394156
17895,neutral,0.5305089
17910,positive,0.9765768
17918,neutral,0.73871166
17920,neutral,0.7430308
17927,positive,0.6064823
17933,positive,0.9815702
17934,neutral,0.5519985
17935,positive,0.9873016
17941,negative,0.7301277
17949,neutral,0.6838936
17963,negative,0.6788871
17967,neutral,0.7601497
17980,neutral,0.70749676
17990,negative,0.5072045
17994,positive,0.8579666
17998,positive,0.5626288
18007,neutral,0.749531
18014,negative,0.6626852
18018,neutral,0.5451161
18019,positive,0.9898706
18026,negative,0.7734134
18030,neutral,0.5648417
18052,neutral,0.64419615
18053,negative,0.56022424
18060,neutral,0.7867217
18061,negative,0.73571205
18073,negative,0.6969232
18078,neutral,0.77910024
18081,negative,0.50875515
18085,neutral,0.7765533
18087,negative,0.7432215
18088,negative,0.6926897
18101,neutral,0.4851702
18106,neutral,0.7950811
18107,neutral,0.5771123
18112,neutral,0.70346904
18114,neutral,0.7812423
18121,neutral,0.6480699
18130,neutral,0.7240185
18141,neutral,0.72167397
18143,neutral,0.49789697
18149,negative,0.71669793
18152,neutral,0.6379759
18157,positive,0.99010336
18187,neutral,0.7431225
18199,neutral,0.76430225
18204,neutral,0.6206877
18211,negative,0.829125
18214,neutral,0.67256147
18215,neutral,0.7611496
18240,neutral,0.6853264
18242,positive,0.73027635
18243,neutral,0.62214226
18247,negative,0.7216881
18248,neutral,0.76847184
18250,neutral,0.6659394
18251,neutral,0.78132075
18256,negative,0.9075073
18271,neutral,0.7733341
18282,neutral,0.5372813
18288,neutral,0.7050053
18312,positive,0.9894488
18313,neutral,0.56104136
18318,negative,0.79114807
18319,neutral,0.72469956
18320,neutral,0.7350781
18329,negative,0.66610014
18330,neutral,0.74761033
18343,neutral,0.740849
18346,neutral,0.52585137
18350,neutral,0.7030527
18351,neutral,0.50671387
18365,neutral,0.79169965
18366,neutral,0.7570458
18379,neutral,0.5994215
18381,neutral,0.49422562
18384,negative,0.74722046
18396,positive,0.98775804
18399,neutral,0.7199214
18403,neutral,0.57039195
18406,neutral,0.7725864
18413,neutral,0.7410338
18423,negative,0.5550531
18431,neutral,0.62314796
18432,neutral,0.7714668
18437,neutral,0.49997354
18438,neutral,0.66365194
18442,positive,0.52715045
18452,neutral,0.64385414
18453,neutral,0.7004085
18456,neutral,0.7953507
18462,positive,0.82150304
18465,neutral,0.6744727
18471,negative,0.5744648
18478,positive,0.97003704
18483,neutral,0.73103565
18485,positive,0.9535153
18489,neutral,0.5766045
18499,neutral,0.7303417
18505,neutral,0.6533978
18519,neutral,0.7624029
18520,neutral,0.5087492
18524,neutral,0.74823827
18534,negative,0.52070475
18541,positive,0.6518891
18560,positive,0.5164299
18566,neutral,0.718699
18583,neutral,0.7039835
18591,neutral,0.5128706
18604,positive,0.50734735
18606,positive,0.6339146
18626,neutral,0.55990976
18628,neutral,0.6364477
18636,positive,0.9740495
18642,neutral,0.7664814
18663,neutral,0.7492894
18665,neutral,0.786704
18666,neutral,0.6458062
18683,positive,0.5999016
18694,negative,0.54498667
18695,positive,0.77735937
18696,neutral,0.7209023
18707,neutral,0.7218377
18718,positive,0.72077316
18723,positive,0.86331505
18727,neutral,0.70828676
18750,negative,0.68973774
18772,neutral,0.73812497
18775,positive,0.76751757
18780,negative,0.81955975
18783,neutral,0.7061204
18798,negative,0.51600206
18801,negative,0.8764041
18807,neutral,0.7596058
18816,positive,0.99374974
18818,neutral,0.7766049
18837,neutral,0.6933172
18853,neutral,0.6828601
18863,negative,0.5305642
18864,negative,0.5100535
18866,neutral,0.66798556
18867,positive,0.88916045
18870,neutral,0.72571176
18873,negative,0.89934015
18874,positive,0.58017397
18878,neutral,0.7693809
18882,neutral,0.6660304
18896,neutral,0.52157646
18904,neutral,0.6548012
18906,positive,0.8081951
18907,neutral,0.7918344
18908,positive,0.5341806
18925,neutral,0.70578396
18934,negative,0.76112443
18935,neutral,0.7321778
18952,positive,0.6253123
18956,negative,0.7870225
18963,neutral,0.74470705
18982,neutral,0.69737834
18993,neutral,0.7161504
18997,neutral,0.7322715
19000,neutral,0.7648451
19001,neutral,0.66237515
19004,neutral,0.77684164
19010,neutral,0.6457761
19025,neutral,0.6617692
19029,positive,0.719804
19032,neutral,0.7199574
19044,neutral,0.48325473
19051,neutral,0.6954621
19052,neutral,0.63705707
19064,positive,0.9196812
19066,neutral,0.65011066
19069,negative,0.8863922
19070,neutral,0.7797685
19076,neutral,0.47422743
19088,neutral,0.70725507
19101,negative,0.6092309
19108,neutral,0.58712035
19109,positive,0.9968581
19112,positive,0.99715996
19126,neutral,0.6526966
19149,neutral,0.5322114
19153,neutral,0.7656739
19157,neutral,0.72829944
19159,positive,0.5569715
19173,neutral,0.5601995
19183,neutral,0.81377316
19194,negative,0.7093532
19196,neutral,0.6574423
19197,neutral,0.67490077
19202,positive,0.6227082
19203,neutral,0.7172613
19218,neutral,0.65832186
19219,neutral,0.7447525
19222,neutral,0.6682449
19227,neutral,0.7579542
19240,neutral,0.6777526
19245,neutral,0.64771384
19255,neutral,0.67019266
19270,negative,0.78956515
19277,negative,0.5953577
19290,positive,0.9458878
19291,negative,0.5002939
19297,neutral,0.67591083
19298,negative,0.6781862
19300,neutral,0.76208013
19302,positive,0.6598226
19307,positive,0.49811605
19308,neutral,0.68669015
19309,positive,0.6485075
19312,negative,0.628052
19321,neutral,0.707922
19329,neutral,0.64827806
19333,negative,0.679322
19365,neutral,0.7090606
19370,negative,0.53329414
19377,neutral,0.5349505
19386,neutral,0.5110804
19393,neutral,0.73798776
19394,positive,0.94810164
19424,neutral,0.7244728
19439,neutral,0.48721474
19459,neutral,0.80445844
19470,neutral,0.54838294
19492,neutral,0.7812241
19498,neutral,0.61194223
19502,neutral,0.53817505
19532,neutral,0.7298446
19554,neutral,0.67896503
19559,neutral,0.76879305
19586,neutral,0.72755826
19613,neutral,0.6934509
19643,neutral,0.52207786
19669,neutral,0.5922185
19670,neutral,0.6353429
19673,neutral,0.71488434
19678,neutral,0.7320105
19680,negative,0.6571002
19684,neutral,0.65253884
19685,neutral,0.59222573
19692,neutral,0.707864
19704,positive,0.6883861
19718,neutral,0.815557
19728,negative,0.6381398
19731,neutral,0.70725876
19738,neutral,0.66710776
19739,negative,0.59609157
19741,neutral,0.7645201
19742,positive,0.5760333
19763,neutral,0.5643323
19766,neutral,0.66239953
19778,positive,0.8262439
19785,negative,0.67790073
19790,neutral,0.6948391
19819,neutral,0.5964529
19824,negative,0.69840527
19829,negative,0.60002506
19836,neutral,0.7480045
19838,neutral,0.58156633
19842,neutral,0.63003856
19899,neutral,0.7019987
19902,negative,0.6350302
19906,negative,0.5131962
19926,neutral,0.7774059
19940,neutral,0.6206573
19948,positive,0.9952181
19957,neutral,0.6856665
19958,negative,0.510982
19960,negative,0.8832697
19972,neutral,0.7397141
19975,neutral,0.7244215
19991,negative,0.65396196
19994,neutral,0.80812716
20002,positive,0.6339546
20012,neutral,0.7656114
20015,neutral,0.45688462
20033,neutral,0.7860643
20035,neutral,0.77868813
20046,neutral,0.54137045
20051,neutral,0.7924491
20075,neutral,0.64448917
20085,neutral,0.516058
20086,negative,0.63569117
20092,neutral,0.78558636
20095,neutral,0.7531671
20109,positive,0.50144064
20114,neutral,0.6814768
20115,positive,0.6617335
20131,neutral,0.7266477
20135,negative,0.7005183
20140,negative,0.52602804
20150,neutral,0.55344397
20160,neutral,0.624047
20163,neutral,0.6389373
20168,positive,0.8980403
20179,neutral,0.7162827
20196,neutral,0.5853699
20209,neutral,0.72045183
20219,positive,0.9952566
20222,positive,0.99595463
20227,positive,0.7913673
20239,neutral,0.60911745
20241,neutral,0.7501358
20281,neutral,0.71061385
20283,positive,0.84432024
20285,neutral,0.5693675
20290,positive,0.65230143
20299,negative,0.8686472
20313,negative,0.78312755
20324,neutral,0.7014564
20330,neutral,0.6034445
20346,neutral,0.6046757
20356,negative,0.72830445
20368,neutral,0.6392576
20372,neutral,0.5594814
20379,neutral,0.67470145
20398,neutral,0.7457883
20420,negative,0.6813215
20427,negative,0.86853844
20430,neutral,0.6978823
20453,neutral,0.6639651
20454,negative,0.6157261
20457,neutral,0.60862565
20462,neutral,0.70890146
20463,positive,0.9819541
20475,neutral,0.70563346
20515,neutral,0.75625145
20516,neutral,0.49156755
20518,negative,0.5587869
20533,neutral,0.6249054
20541,neutral,0.5591641
20542,neutral,0.72807395
20543,neutral,0.48821455
20551,neutral,0.6885519
20562,neutral,0.64181423
20568,neutral,0.8025281
20571,positive,0.58617854
20573,neutral,0.5071895
20576,neutral,0.74596345
20582,neutral,0.529306
20585,neutral,0.74086326
20586,neutral,0.6208991
20593,negative,0.6069799
20594,neutral,0.5897322
20595,neutral,0.7017226
20599,neutral,0.60267764
20611,neutral,0.6237742
20613,neutral,0.6993626
20617,neutral,0.763039
20623,neutral,0.6161158
20634,negative,0.5841173
20639,neutral,0.5082165
20642,neutral,0.78068376
20644,neutral,0.5836598
20648,neutral,0.5467641
20649,neutral,0.7243548
20657,neutral,0.7759382
20659,neutral,0.7244585
20661,positive,0.8734305
20672,neutral,0.6919808
20677,neutral,0.7431485
20680,neutral,0.79096913
20688,neutral,0.63437086
20709,neutral,0.73230433
20713,neutral,0.574642
20722,neutral,0.6653128
20733,neutral,0.77144045
20741,positive,0.7741209
20750,neutral,0.74009997
20761,neutral,0.74027187
20770,neutral,0.68350935
20798,neutral,0.6198081
20808,neutral,0.75179887
20841,neutral,0.71280664
20852,neutral,0.495347
20867,neutral,0.50154215
20877,neutral,0.52524805
20925,neutral,0.5577585
20946,neutral,0.8086799
20947,neutral,0.74066925
20954,positive,0.93583316
20963,neutral,0.69177806
20984,neutral,0.43357503
20992,negative,0.5545138
20995,positive,0.5838348
20998,positive,0.99481356
21002,neutral,0.6803651
21008,positive,0.6920456
21012,positive,0.694822
21015,neutral,0.7322413
21022,neutral,0.75241894
21029,neutral,0.55471474
21049,neutral,0.6558595
21051,neutral,0.7165834
21057,positive,0.9673726
21060,neutral,0.5419363
21069,neutral,0.5341028
21073,neutral,0.6056246
21075,neutral,0.49539414
21109,neutral,0.5124099
21112,neutral,0.6627838
21115,neutral,0.616719
21118,positive,0.6541779
21126,negative,0.55806637
21132,neutral,0.627815
21152,positive,0.67753005
21157,positive,0.99029106
21159,neutral,0.64193463
21161,positive,0.64894277
21193,positive,0.99354494
21200,positive,0.7151929
21203,neutral,0.7010053
21208,neutral,0.6540843
21210,negative,0.60493726
21228,neutral,0.6581341
21240,neutral,0.7786555
21263,neutral,0.6628833
21312,positive,0.9837177
21329,neutral,0.5747382
21331,neutral,0.7700314
21340,neutral,0.5205382
21341,neutral,0.6393721
21350,neutral,0.74353254
21353,neutral,0.5154649
21362,neutral,0.5457673
21381,neutral,0.6888753
21387,neutral,0.72375053
21392,neutral,0.80013305
21400,neutral,0.6230212
21409,neutral,0.68299806
21413,positive,0.4982754
21422,neutral,0.76394594
21431,positive,0.53931874
21438,positive,0.99712795
21470,neutral,0.6677327
21477,negative,0.8489784
21498,positive,0.5126931
21503,neutral,0.6850623
21505,neutral,0.6341515
21513,neutral,0.55367285
21528,negative,0.7936267
21551,neutral,0.5701897
21560,negative,0.7720383
21577,negative,0.6311083
21579,neutral,0.69955444
21583,neutral,0.6949076
21585,positive,0.6931333
21597,negative,0.7168953
21606,neutral,0.65912557
21613,neutral,0.68510234
21618,neutral,0.5071626
21625,neutral,0.7078455
21634,neutral,0.55394036
21635,negative,0.7549271
21644,negative,0.76760596
21669,positive,0.86106
21670,neutral,0.7483688
21671,neutral,0.7817646
21691,positive,0.5271591
21712,neutral,0.68133706
21716,neutral,0.73592305
21734,negative,0.70051074
21739,positive,0.65797156
21741,neutral,0.72455764
21748,neutral,0.61757505
21749,neutral,0.62624335
21766,neutral,0.772709
21770,negative,0.8124379
21774,neutral,0.7115517
21784,negative,0.75569654
21802,negative,0.7983287
21808,neutral,0.516147
21833,neutral,0.62724036
21837,neutral,0.69384694
21839,neutral,0.65255076
21841,neutral,0.531667
21843,neutral,0.6743041
21845,negative,0.5947515
21846,neutral,0.73689586
21850,neutral,0.53940505
21851,positive,0.63568974
21862,negative,0.5604702
21863,negative,0.63946265
21868,negative,0.6278531
21872,neutral,0.5424608
21878,neutral,0.5051613
21925,neutral,0.56126165
21931,neutral,0.73839253
21942,neutral,0.7230247
21950,neutral,0.7244036
21954,neutral,0.5034148
21955,neutral,0.7662255
21959,neutral,0.63045496
21975,neutral,0.6656253
21984,neutral,0.6306094
21985,neutral,0.5670739
21999,neutral,0.5021169
22003,positive,0.9588777
22004,positive,0.98583895
22021,neutral,0.7691421
22023,neutral,0.73841107
22034,negative,0.55745476
22035,neutral,0.72728443
22066,neutral,0.5976722
22069,neutral,0.62764686
22071,neutral,0.63832635
22074,neutral,0.6897419
22076,positive,0.9430099
22078,neutral,0.6757103
22081,neutral,0.6404092
22106,neutral,0.72537524
22119,neutral,0.48882794
22126,positive,0.98524636
22134,positive,0.9950375
22139,neutral,0.76595336
22153,positive,0.62249506
22158,neutral,0.5447475
22182,neutral,0.74569714
22191,neutral,0.7484173
22195,neutral,0.7389136
22210,negative,0.49599785
22216,negative,0.49362734
22223,neutral,0.5167038
22247,positive,0.63882285
22251,positive,0.6172452
22252,positive,0.5141755
22257,negative,0.6151633
22258,neutral,0.7655893
22266,neutral,0.638089
22271,neutral,0.7717691
22272,neutral,0.54415077
22284,neutral,0.7201605
22286,positive,0.99375534
22297,negative,0.7370835
22301,neutral,0.59338486
22305,negative,0.68445444
22306,neutral,0.69026655
22307,neutral,0.59406614
22313,neutral,0.7285023
22316,positive,0.7486708
22317,neutral,0.57294655
22322,neutral,0.6659284
22336,negative,0.7120671
22350,neutral,0.75944734
22359,negative,0.81314
22363,neutral,0.64163834
22375,neutral,0.6626109
22387,neutral,0.69221765
22394,neutral,0.7214361
22396,neutral,0.61249334
22406,positive,0.8155332
22408,neutral,0.6451088
22411,neutral,0.6668058
22418,negative,0.56313753
22450,negative,0.6253841
22451,negative,0.5411892
22454,neutral,0.5967198
22461,neutral,0.70871913
22462,negative,0.6758833
22465,neutral,0.5874124
22467,positive,0.7843866
22469,negative,0.86400765
22485,negative,0.7685709
22487,neutral,0.6285499
22491,neutral,0.7088758
22521,neutral,0.80541545
22527,negative,0.7977632
22544,neutral,0.68894947
22579,neutral,0.6715246
22593,neutral,0.7876875
22604,negative,0.5534624
22606,negative,0.643702
22607,neutral,0.7983589
22609,neutral,0.75016314
22617,negative,0.7345636
22619,neutral,0.7946084
22631,neutral,0.69378394
22637,neutral,0.7443453
22638,neutral,0.583814
22639,neutral,0.61299
